AT-F779B82	H9008	3FAFP15P6WR261746	used	Ford Escort SE	1998	\N	$2,495 	Wagon	Four Door	4 Cylinder Gasoline	Gasoline	Green	Beige	156,708 	\N	2 wheel drive - front	5 Speed Manual	We offer the best financing in the state! *** all-season tires,air conditioning,cruise control,power steering,power brakes,power door locks,power windows,trip odometer,tilt steering wheel,interval wipers,rear defroster,vanity mirror,front bucket s. View more details.
AT-F89DF57	\N	\N	used	Toyota 4Runner	1992	\N	$2,500 	Sport Utility	Four Door	6 Cylinder	Gasoline	White	Blue	130,000 	\N	4 wheel drive	Automatic	1992 toyota 4runner that is in great condition! strong 4 wheel drive that does amazing in the snow and ice. Big black rims and wheels that are great for colorado. Sony 10 cd changer, power windows, rear window wiper, overdrive, ect power. Inside. Read more.
AT-F8BF17F	588826	1B3ES16C02D588826	used	Dodge Neon S Sedan	2002	\N	$2,695 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Silver	Gray	136,893 	\N	2 wheel drive - front	Manual	Priced to sell!.
AT-F8FBBF7	005867	3VWRA81H4SM005867	used	Volkswagen Jetta III GL	1995	\N	$2,695 Reduced 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Black	Gray	148,152 	\N	2 wheel drive - front	Manual	Just in today!.
AT-F8A9900	\N	1G8ZH1270TZ162110	used	Saturn SC2	1996	\N	$2,750 	Coupe	Two Door	4 Cylinder Gasoline	Gasoline	Red	Black	108,700 	\N	2 wheel drive - front	Automatic	Overall good condition, recent tune up, runs and drives great, ice cold a/c, no accidents, perfect first car, maintenence manual, traction control, front wheel drive, well maintained, crack in windshield, 2nd owner, no lien on vehicle, must see! i. Read more.
AT-F95FE83	8202	2FMDA5149SBB94943	used	Ford Windstar	1995	\N	$2,750 	Van	\N	6 Cylinder Gasoline	Gasoline	Green	\N	88,636 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Dealership is fluent in english, spanish and italian. If we dont have the vehicle you are looking for let us know and we will get it. Dont pay franchise dealer cost when you dont have to and come to mago auto sales and let the "magic" h. View more details.
AT-E07B543	13057	1B7KE26Z7LS735305	used	Dodge Ram 2500 Truck 2WD Regular Cab D-250	1990	\N	$2,788 	Truck	Two Door	8 Cylinder Gasoline	Gasoline	Red	\N	Unlisted 	\N	2 wheel drive - rear	\N	This is a nice older dodge!!!!  v8 auto long box reg cab 3/4 ton. Body is straight and interior is good. Runs amazing. Will make a great work truck. Way too nice and affordable to last long. Take it for a spin and make us an offer!!!!!.
AT-F912062	P2194	1P4GP44G0WB618517	used	Plymouth Grand Voyager SE	1998	\N	$2,799 	Van	Four Door	6 Cylinder Gasoline	Gasoline	White	Gray	72,891 	AM/FM Stereo Tape	2 wheel drive - front	4 Speed Automatic	Price reduced!!!stop in or call now: local customers call 303-254-4488 or toll free at 1-866-661-4754 www. Charliesautos. Com. Come and shop at charlie's ~ we promise you won't be disappointed!  we have the car you need! most of our inventor. View more details.
AT-F77C064	\N	1FAFP53S3XG101265	used	Ford Taurus SE Sedan	1999	\N	$2,850 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Blue	Gray	137,000 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	The car has been very well maintained, non-smoking, new transmission, new windshield, bucket seats, power steering, adjustable steering wheel, compact spare tire, aluminum wheels, power windows, intermittent wipers, power passenger mirror, variabl. Read more.
AT-F78CF95	8203	1FTCR14X6VTA07511	used	Ford Ranger 2WD SuperCab	1997	\N	$2,850 	Truck	Two Door	6 Cylinder Gasoline	Gasoline	Purple	\N	189,829 	\N	2 wheel drive - rear	Automatic	Dealership is fluent in english, spanish and italian. If we dont have the vehicle you are looking for let us know and we will get it. Dont pay franchise dealer cost when you dont have to and come to mago auto sales and let the "magic" h. View more details.
AT-F779B84	H9026	2G1WL52J8Y1355057	used	Chevrolet Lumina Sedan	2000	\N	$2,850 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Red	Gray	156,613 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	We offer the best financing in the state! *** all-season tires,air conditioning,cruise control,power steering,power brakes,power door locks,power windows,trip odometer,tachometer,tilt steering wheel,interval wipers,rear defroster,vanity mirror,fro. View more details.
AT-F6D7C31	X4778A	1FAFP13P6XW176648	used	Ford Escort SE	1999	\N	$2,879 Reduced 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Black	Medium Graphite	126,998 	\N	2 wheel drive - front	Manual	Driver vanity mirror, passenger vanity mirror, rear seat heat ducts, remote trunk release, wheel covers, steel wheels, driver air bag, passenger air bag, a/c, alarm, am/fm stereo, cassette, front disc/rear drum brakes, rear defrost, child safety l. View more details.
AT-F825B1A	8200	2G4WS52J131278417	used	Buick Century Custom	2003	\N	$2,900 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Gray	\N	109,830 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Dealership is fluent in english, spanish and italian. If we dont have the vehicle you are looking for let us know and we will get it. Dont pay franchise dealer cost when you dont have to and come to mago auto sales and let the "magic" h. View more details.
AT-F26EA84	14346R	JN6ND06Y8GW103422	used	Nissan PICKUP 4x4 King Cab	1986	\N	$2,900 	Truck	\N	4 Cylinder Gasoline	Gasoline	Ora	Bro	Unlisted 	\N	4 wheel drive - rear	\N	We are denver's oldest and largest buy here pay here dealer. We will finance anyone on any unit, with an approved down payment, the good, the bad, and the ugly (w. A. D). We also offer financing through our credit unions, and banks (w. A. C. ).
AT-F635DAC	14683	1GTDC14K7KZ544164	used	GMC Sierra C/K1500 2WD Regular Cab	1989	\N	$2,900 	Truck	Two Door	8 Cylinder Gasoline	Gasoline	Gol	Tan	Unlisted 	\N	2 wheel drive - rear	\N	Super work truck!!!  6cyl auto short box!!!  dont let this one get away. Still looks and drives great. What are you waiting for come on down!!!!!!!!!!.
AT-F875B05	14908	1FTEX14H8MKA25116	used	Ford F150 4x4 SuperCab	1991	\N	$2,900 	Truck	\N	8 Cylinder Gasoline	Gasoline	Red/Whi	Tan	Unlisted 	\N	4 wheel drive - rear	\N	Great work truck!!!  v8 auto long box. Super affordable. Xlt pkg loaded. Looks and runs great. Will not last long at that price!!!!!  come on in and check it out!!!!!.
AT-F749D03	14807R	1FTEF14H4JKA73159	used	Ford F150 4x4 Regular Cab	1988	\N	$2,900 	Truck	Two Door	8 Cylinder Gasoline	Gasoline	Mar/Whi	Gra	Unlisted 	\N	4 wheel drive - rear	\N	Gold old work truck. Looks and drives well. Super affordable. Please hurry will not last!!!!!!!.
AT-F7B2026	14869	JT2ST65C4J7252809	used	Toyota Celica GT-S	1988	\N	$2,900 	Coupe	Two Door	4 Cylinder Gasoline	Gasoline	Whi	Blu	Unlisted 	\N	2 wheel drive - front	\N	This is a very nice older celica. Paint body and interior are in nice condition. 4cyl 5 speed will not last long. You have to see it to believe fit. Will make a great car for your son or daughter. What are you waiting for????   come on down!!!!!.
AT-F90C120	14950	4S6CY58V1SU413370	used	Honda Passport 4x4	1995	\N	$2,900 	Sport Utility	Four Door	6 Cylinder Gasoline	Gasoline	Gra	Bro	Unlisted 	\N	4 wheel drive - rear	\N	Very affordable. V6 auto 4x4. Come on in and make an offer!!!!!.
AT-F60251F	14643	WBAAA2305K4257317	used	BMW 325i Automatic	1989	\N	$2,900 	Coupe	Two Door	6 Cylinder Gasoline	Gasoline	Bla	Bla	Unlisted 	\N	2 wheel drive - rear	Automatic	Good little bmw!!!!!  6 cyl auto!!!!!  loaded with all of the power options. Very hard to find in a coupe. Come on in and take it for a spin  you are going to love it!!!!!!.
AT-F7DD6C5	14843	1HGCB7558NA226777	used	Honda Accord LX Sedan	1992	\N	$2,900 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Blu	Blu	Unlisted 	\N	2 wheel drive - front	\N	Great little gas saver!!!  4cyl 5speed. Still looks and drives well. You know gas prices will increase this summer. Ready to go. Come on in and check it out!!!!.
AT-F885136	4221	2J4FY19E8LJ536849	used	Jeep Wrangler 4x4 S	1990	\N	$2,988 	Sport Utility	Two Door	4 Cylinder Gasoline	Gasoline	Red	Maroon	Unlisted 	\N	4 wheel drive - rear	Manual	Great gas saver, visit our web site at frontrangesales. Com great financing available hard top,,power brakes,4 wheel drive.
AT-F40F875	4139	1FTYR10C9WUA36411	used	Ford Ranger 2WD Regular Cab	1998	\N	$2,988 	Truck	Two Door	4 Cylinder Gasoline	Gasoline	Gold	Tan	Unlisted 	\N	2 wheel drive - rear	Manual	Gas saver, perect condition, call now, great financing available passenger air bag, tires - rear all-season, variable speed intermittent wipers, full size spare tire, auxiliary pwr outlet, rear wheel drive, tires - front all-season, abs, rear spoi. View more details.
AT-F7877D1	5822	1G6CD1334L4236387	used	Cadillac De Ville Coupe	1990	\N	$2,988 	Coupe	Two Door	8 Cylinder Gasoline	Gasoline	White	Maroon	79,397 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Fog lights,4-doors,power locks,cassette player,power seat(s),cruise control,trip computer,bench seat,air conditioning,am/fm stereo,intermittent wipers,leather upholstry,power door locks,power outside mirrors,power passenger seat,power steering,pow. View more details.
AT-F7877D3	5557	1MEFM50U2WA616055	used	Mercury Sable GS	1998	\N	$2,988 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Black	Medium Graphite	116,135 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Power steering, adjustable steering wheel, tires - front all-season, tires - rear all-season, compact spare tire, power windows, intermittent wipers, power passenger mirror, variable speed intermittent wipers, auxiliary pwr outlet, woodgrain inter. View more details.
AT-F6C51B2	5722	1G2HZ52K1VH247268	used	Pontiac Bonneville SSE	1997	\N	$2,988 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Silvermist Metallic	Dark Pewter	128,079 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	A/c, alarm, am/fm stereo, cd player, 4-wheel abs, front disc/rear drum brakes, cruise control, rear defrost, child safety locks, front wheel drive, front floor mats, rear floor mats, auto-on headlights, daytime running lights, keyless entry, power. View more details.
AT-F45965C	5711	1G1JC5247X7262410	used	Chevrolet Cavalier Sedan	1999	\N	$2,988 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	White	Gray	121,546 	\N	2 wheel drive - front	Automatic	Chevrolet's cavalier is the best-selling small car in an extremely competitive market of compacts. First offered in 1997  the rally sport sits in the middle of the cavalier spectrum  although there is nothing middling about this car. Its a. View more details.
AT-F66039C	5345	1G4HR52L1SH531284	used	Buick Le Sabre Limited Sedan	1995	\N	$2,988 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	White	Maroon	117,235 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	60 cars under $6000. Buy here pay here financing. Se habla espanol. The home of the best cars for the best money. - - -  1995   buick   lesabre   4dr sdn custom (cmi)    - - -  power windows  power door locks  tilt wheel  remote trunk relea. View more details.
AT-F7D3F0C	5883	3G1JC5240XS820891	used	Chevrolet Cavalier Sedan	1999	\N	$2,988 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Aquamarine Blue Metallic	Graphite	110,035 	\N	2 wheel drive - front	Automatic	Tinted glass.
AT-F90FDDD	S3132	1FMCU24X1SUC22932	used	Ford Explorer XL	1995	\N	$2,988 Reduced 	Sport Utility	Two Door	6 Cylinder Gasoline	Gasoline	Red	Tan	139,496 	\N	4 wheel drive - rear	Automatic	Abs (4-wheel),air conditioning,alloy wheels,am / fm radio,cassette,cruise control,driver air bag,dual front air bags,power door locks,power mirrors,power seat,power steering,power windows,privacy glass (tint),rear defrost,rear wiper,roof rack,slid. View more details.
AT-F77129C	4591	1FAFP6632YK111858	used	Ford Contour SE Sedan	2000	\N	$2,990 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Burgundy	\N	132,044 	AM/FM Compact Disc Playr	2 wheel drive - front	Automatic	Fully loaded interior. Power everything! affordable! reliable! priced to sell!.
AT-F8F2A62	4618	JM1BC1416W0241207	used	Mazda Protege LX	1998	\N	$2,990 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Silver	Gray	130,975 	AM/FM Compact Disc Playr	2 wheel drive - front	5 Speed Manual	Affordable! reliable! priced to sell! perfect graduation gift!.
AT-F8F2863	4625	1J4GZ78Y7SC500921	used	Jeep Grand Cherokee 4x4 Limited	1995	\N	$2,990 	Sport Utility	Four Door	8 Cylinder Gasoline	Gasoline	Silver	Tan	156,596 	AM/FM Compact Disc Playr	4 wheel drive - rear	4 Speed Automatic	Affordable! reliable! great for the mountains! priced to sell!.
AT-F869756	4615	1N4AB41D0XC700591	used	Nissan Sentra	1999	\N	$2,990 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Burgundy	Gray	155,723 	AM/FM Compact Disc Playr	2 wheel drive - front	5 Speed Manual	Affordable! reliable! great for students! priced to sell!.
AT-F914C54	2009c54	1G3WH52MXSD348044	used	Oldsmobile Cutlass Supreme SL	1995	\N	$2,990 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Blue	Charcoal	148,171 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	This is a one-owner car vehicle!!!  this car has been well taken car of inside and out. Mechanically in excellent condition and has plenty of good miles left. This 1995 oldsmobile cutlass supreme is offered to you for sale by cool rides of color. View more details.
AT-F8D9FB8	461208	YV1LW5243W2461208	used	Volvo V70 R AWD Turbo Wagon	1998	\N	$2,995 	Wagon	Four Door	5 Cylinder Turbo	Gasoline	Silver	Black	163,523 	\N	All wheel drive	4 Speed Automatic with Overdrive	Just in today!.
AT-F6948FB	008428	JN8HD17Y3SW008428	used	Nissan Pathfinder 4x4	1995	\N	$2,995 	Sport Utility	Four Door	6 Cylinder Gasoline	Gasoline	Gray	Gray	110,752 	\N	4 wheel drive - rear	Automatic	Great vehicle to have! perfect for all year round activities!.
AT-F730895	0602231	KMHWF25V8XA060231	used	Hyundai Sonata GL	1999	\N	$2,995 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	White	Gray	121,538 	\N	2 wheel drive - front	Automatic	Affordable transportation, if your on a tight buget we have a wide variety of affordable cars come on down and check out our lot today!.
AT-F7985A0	J05557	4M2ZU86P91UJ05557	used	Mercury Mountaineer AWD	2001	\N	$2,995 	Sport Utility	Four Door	8 Cylinder Gasoline	Gasoline	Red	Gray	144,421 	\N	All wheel drive	Automatic	Just in today!.
AT-F6C6FF3	1157	1FALP52U0TA184060	used	Ford Taurus GL Sedan	1996	\N	$2,995 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Iris Frost Clearcoat Metallic	Taupe	132,072 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Can't go wrong with this choice! great running well-equipped car! great tires, has all the power equipment, locks, windows, etc. Dependable inexpensive car! call jay or tiffany at (303)239-9400, now to receive an additional discount- dont wait. View more details.
AT-F8A6970	1151A	1G2HX52K5VH243553	used	Pontiac Bonneville SE	1997	\N	$2,995 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Green Metallic	Beige	158,806 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	Pontiac's handsome four-door and the bonneville remains one of the most visually and technicaly distnctive products in the gm line-up. Gm's youthful, sporty sedan. Automotive. Com says bonneville is a sports sedan that will appeal to ent. View more details.
AT-F2907F9	14378	WDBCB20A9CB029936	used	Mercedes-Benz 300SD	1982	\N	$2,995 	Sedan	Four Door	5 Cylinder Diesel	Diesel	Tan	Bro	Unlisted 	\N	2 wheel drive - rear	\N	This is a mercedes benz turbo diesel. Paint and body is in good condition. Great tires. Goes down the road great. Very very very strong runer. You have to see this one to believe it. Hurry will not last!!!!!!!.
AT-F68AC58	BV1362	1GCDL19W2XB199427	used	Chevrolet Astro AWD	1999	\N	$2,995 	Van	Three Door	6 Cylinder Gasoline	Gasoline	2 COLORADO OWNED VEHICLE	Gray	166,002 	AM/FM Radio	All wheel drive	4 Speed Automatic with Electronic Overdrive	*** zero down w/app credit**spec. Financing avail*** 4. 3l v6- carfax lists this as being a 2 owned - colorado owned vehilce. Colorado does not use rock salt on the roads. 1999 chevy astro cargo van - awd. Good overall looking vehcile and solid runn. View more details.
AT-F694B46	BV1425	1GNCT18W1YK133117	used	Chevrolet Blazer 4x4 2 Door	2000	\N	$2,995 	Sport Utility	Two Door	6 Cylinder Gasoline	Gasoline	Gold	Gray	196,933 	AM/FM Compact Disc Playr	4 wheel drive - rear	Automatic	*** zero down w/app credit**spec. Financing avail*** 2000 chevy balzer zr2. Good overall looking and solid running vehicle. We've personally driven it 50 plus miles and it handles good down the road. Brakes feel good and air blows cold with no. View more details.
AT-F8D4F2E	U1955	LESCH58E0M6901278	used	Isuzu Trooper 4x4	1991	\N	$2,995 	Sport Utility	Four Door	I4 2.6L SOHC	Gasoline	Burgundy	Gray	131,698 	\N	4 wheel drive	Automatic	Installed features: tilt steering wheel, tinted glass, manual locking hubs, power brakes, power steering, 15 inch wheels, bucket seats, cloth seats.
AT-F552FE7	T2943	JT4VN13D7P5119317	used	Toyota Pickup 4x4 Xtra Cab Deluxe V6	1993	\N	$2,995 	Truck	\N	V6 3L SOHC	Gasoline	Red	Gray	223,409 	\N	4 wheel drive	5 Speed Manual	Installed features: tinted glass, clock, power brakes, power steering, skid plates, 15 inch wheels, intermittent windshield wipers, bucket seats, cloth seats, jump seat(s).
AT-F61D1E9	U1890	1J4FJ38L7KL471114	used	Jeep Cherokee Pioneer	1989	\N	$2,995 Reduced 	Sport Utility	Four Door	I6 4L OHV	Gasoline	Red	Gray	132,014 	\N	4 wheel drive	Automatic	Installed features: air dam, tinted glass, center console, clock, lighted entry system, power brakes, power steering, am/fm audio system, 15 inch wheels, rear window wiper, bucket seats, cloth seats.
AT-F779B78	H8267	JM1BB1415T0334296	used	Mazda Protege DX	1996	\N	$2,995 Reduced 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Gold	Beige	182,057 	\N	2 wheel drive - front	5 Speed Manual	All-season tires,air conditioning,power steering,power brakes,trip odometer,tilt steering wheel,interval wipers,rear defroster,vanity mirror,front bucket seats,cloth upholstery,accent stripes,body side moldings,courtesy lights,argent styled wheels. View more details.
AT-F7E1460	304119	2G1WN52X3S9304119	used	Chevrolet Lumina LS Sedan	1995	\N	$2,995 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Green	Gray	161,428 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	This lumina gets an approx 26 mpg's while on the road and drives very smooth for being born in 95. Its interior is cloth, roomy and very comfortable inside. Its automatic transmission is much safer to drive these days if you like to multi-task. View more details.
AT-F902F14	050272	JT2VV22W6K0050272	used	Toyota Camry LE V6	1989	\N	$2,995 	Wagon	Four Door	6 Cylinder Gasoline	Gasoline	Red	Charcoal	153,827 	\N	2 wheel drive - front	4 Speed Automatic	This camry is toyota strong and will drive till its wheels drive off. This car gets over 30 mpg's on the road and hates gas. This is a perfect driver for anyone looking to get from point a to b. This vehicle is available for buy here pay here. View more details.
AT-F87D48A	180719	1ZVLT20A6R5180719	used	Ford Probe SE	1994	\N	$2,995 	Hatchback	Two Door	4 Cylinder Gasoline	Gasoline	White	Red	161,793 	\N	2 wheel drive - front	Manual	See our full inventory at www. Springsautomotivegroup. Com this ford probe gets an estimated 26 mpg and its automatic transmission is perfect for a new driver learning the rules of the road. Its back seat is big enough to bring your friends and fam. View more details.
AT-F885DE4	A51432	1FTEX14H5MKA51432	used	Ford F150 4x4 SuperCab	1991	\N	$2,995 	Truck	\N	8 Cylinder Gasoline	Gasoline	Blue	Blue	Unlisted 	\N	4 wheel drive - rear	Automatic	This ford is 4x4 and is the perfect work truck that you can beat up and always know that it will start up the next morning and be a safe, reliable driver for you. Its interior is very roomy inside and its extended cab is great to bring your friend. View more details.
